step,train_loss,val_loss,lr,sec_per_step
710,3.1448,,2.35e-05,9.09
711,4.0863,,2.34e-05,8.97
712,4.426,,2.32e-05,8.95
713,3.3408,,2.31e-05,8.73
714,2.1631,,2.29e-05,8.71
715,4.4336,,2.28e-05,8.86
716,4.0276,,2.26e-05,8.76
717,3.8264,,2.25e-05,8.69
718,2.2571,,2.23e-05,9.09
719,2.8134,,2.22e-05,9.71
720,4.275,,2.20e-05,9.78
721,4.2864,,2.19e-05,10.08
722,2.9414,,2.18e-05,8.71
723,4.125,,2.16e-05,8.69
724,2.8773,,2.15e-05,8.86
725,4.1858,,2.13e-05,9.0
726,2.8621,,2.12e-05,8.74
727,2.9779,,2.10e-05,8.73
728,4.253,,2.09e-05,8.84
